,year,team_id,team,conference,epa_rushing,epa_passing,epa_total,epa_allowed_rushing,epa_allowed_passing,epa_allowed_total,success_rate_passing_downs,success_rate_standard_downs,success_rate_total,success_rate_allowed_passing_downs,success_rate_allowed_standard_downs,success_rate_allowed_total,rushing_highlight_yards,rushing_open_field_yards,rushing_second_level_yards,rushing_line_yards,rushing_allowed_highlight_yards,rushing_allowed_open_field_yards,rushing_allowed_second_level_yards,rushing_allowed_line_yards,explosiveness,explosiveness_allowed,division,rating_srs,ranking_srs,elo,rating_sp,ranking_sp,fpi,resume_ranks,efficiencies,game_control,remaining_strength_of_schedule,strength_of_schedule,average_win_probability,fpi_resume,strength_of_record,special_teams,defense,offense,overall
Marshall,2025,276,Marshall,SBC,0.06672412911607332,0.2819534723096399,0.1422293015746601,0.10363699433915802,0.382071767387376,0.24995903868591485,0.26680664230169976,0.46937942842057234,0.3962171929962368,0.3004750735865301,0.4833207976731094,0.4248828443087239,1.7498884105555406,1.0739256093894594,0.9812246943940681,2.760359991239003,1.9549800032512012,1.2174362787883553,1.0885672251446692,2.838049610503166,0.8945584906781338,0.9909754259574252,East,-9.8,100,1504,-9.6,100,-7.663,game_control=88 remaining_strength_of_schedule=106 strength_of_schedule=65 average_win_probability=76 fpi=92 strength_of_record=111,special_teams=64.945 defense=44.207 offense=33.802 overall=40.23,88,106,65,76,92,111,64.945,44.207,33.802,40.23
Miami,2025,2390,Miami,ACC,0.11461709095429627,0.2929313071231214,0.20243235046583294,0.07753660470395851,0.19337871140354346,0.11842695895054803,0.29747442283038844,0.5066868364237114,0.4676155170960355,0.2799827859470378,0.45030802698220346,0.3652710088605202,1.743265682400846,1.0581964717156862,1.0022986318361982,2.981734342852038,1.8040930870187175,1.1263238381822078,0.9672009659319805,2.7795244285478327,0.9404905572798505,0.9490545269415862,,26.2,3,1852,20.4,14,19.06,game_control=3 remaining_strength_of_schedule=64 strength_of_schedule=30 average_win_probability=2 fpi=9 strength_of_record=4,special_teams=46.906 defense=84.651 offense=76.207 overall=85.087,3,64,30,2,9,4,46.906,84.651,76.207,85.087
Miami (OH),2025,193,Miami (OH),MAC,0.09402269692415391,0.2098702367467948,0.13015425144197867,0.1317838873485562,0.22266984641277743,0.16519702282697935,0.2680537637171244,0.4795884370033207,0.38728907900800513,0.3263612847504155,0.4945018792420167,0.44713641360652173,1.9276435257034987,1.2038663286880635,1.0611619719143524,3.0328092261103827,1.9445103666285728,1.2219889981614211,1.0548810300885778,3.025851087478941,0.9044469451799765,0.9661936838605094,,-13.6,123,1495,-7.8,92,-6.48,game_control=80 remaining_strength_of_schedule=115 strength_of_schedule=81 average_win_probability=94 fpi=88 strength_of_record=115,special_teams=78.395 defense=57.713 offense=21.1 overall=45.673,80,115,81,94,88,115,78.395,57.713,21.1,45.673
Michigan,2025,130,Michigan,B1G,0.18544038151471776,0.28454137924755135,0.2517464368313317,0.04856692583227887,0.19492277624103319,0.10301345567081394,0.3157612339893446,0.49466608814360113,0.4575397795895801,0.30792628732825783,0.4261724341719279,0.37169178758165566,2.4414813785103355,1.6455486883136536,1.167053987150271,3.0884150832517014,1.6797604378986786,1.0142088221845955,0.9791122390063925,2.8154149653822764,1.0302255465035763,0.8921559939940822,,14.4,23,1848,20.2,15,18.267,game_control=16 remaining_strength_of_schedule=31 strength_of_schedule=11 average_win_probability=41 fpi=12 strength_of_record=18,special_teams=47.941 defense=77.147 offense=81.724 overall=83.965,16,31,11,41,12,18,47.941,77.147,81.724,83.965
Michigan State,2025,127,Michigan State,B1G,0.06274537796260778,0.3053052165244976,0.1692710666189362,0.10109434874363689,0.3005374132957198,0.19419274390504787,0.29274684951464497,0.4749902618607707,0.4214139014919992,0.3089673469051383,0.4817532832692923,0.426496701034597,1.857960686081011,1.1360737937489749,1.0859289535744927,2.743065992187319,1.936058190792192,1.2140620325428841,1.0743811394989233,2.826168693641135,0.9369613192193518,0.9590516024060305,,4.1,54,1414,4.4,60,1.928,game_control=46 remaining_strength_of_schedule=19 strength_of_schedule=37 average_win_probability=53 fpi=63 strength_of_record=40,special_teams=76.185 defense=41.616 offense=63.123 overall=58.932,46,19,37,53,63,40,76.185,41.616,63.123,58.932
Mississippi State,2025,344,Mississippi State,SEC,0.14073461639649448,0.2736782585676067,0.20834569847486537,0.08766620120949759,0.22852455493410803,0.14247139982617718,0.32014873359361257,0.49499894712325737,0.43992210578325036,0.2876127450790371,0.4548352724387944,0.38826938213424245,1.9081921676691354,1.1494169431308574,1.1341167636316152,3.104841597756263,1.7581959180107192,1.046782357257811,1.0456487701231933,3.0381002781045616,0.9671932019598061,0.9378227564406012,,11.2,32,1509,14.9,27,7.672,game_control=24 remaining_strength_of_schedule=1 strength_of_schedule=71 average_win_probability=17 fpi=37 strength_of_record=31,special_teams=75.118 defense=68.991 offense=59.595 overall=72.166,24,1,71,17,37,31,75.118,68.991,59.595,72.166
Navy,2025,2426,Navy,AAC,0.19823542983807374,0.3279057274824237,0.26786914833432834,0.11308587787013277,0.27692841045062405,0.19100875270670425,0.34353504385553657,0.5272320287843776,0.5076102050798558,0.3223100562667162,0.4510568141097103,0.4197141339842298,2.161281912596731,1.392241506027779,1.1390857010392748,3.1271634854862738,1.85270925694181,1.1344716292158603,1.0829652954076479,2.8026786497562863,1.0283876741774818,1.0288305261946455,,-1.3,72,1547,9.2,40,-0.496,game_control=56 remaining_strength_of_schedule=60 strength_of_schedule=136 average_win_probability=10 fpi=70 strength_of_record=41,special_teams=35.007 defense=47.808 offense=74.905 overall=63.028,56,60,136,10,70,41,35.007,47.808,74.905,63.028
NC State,2025,152,NC State,ACC,0.08823995280721161,0.3335772647336217,0.21230908164670667,0.1440255541512818,0.25747911968420245,0.1992505275954841,0.31967437585878167,0.48979678134793264,0.4521837920434714,0.2936586922231455,0.43328686636348585,0.36731566567321383,1.982867550139889,1.2594783936332457,1.0730258675725461,2.7583652898578146,2.2442789850555447,1.5322123472877083,1.0251719855637427,2.7340109261576035,0.9731614417432056,1.115104475147536,,6.1,47,1489,3.2,63,2.636,game_control=70 remaining_strength_of_schedule=35 strength_of_schedule=70 average_win_probability=80 fpi=60 strength_of_record=55,special_teams=33.114 defense=50.295 offense=71.521 overall=60.612,70,35,70,80,60,55,33.114,50.295,71.521,60.612
Nevada,2025,2440,Nevada,MWC,0.11534843775085234,0.12280083312213017,0.10815694511233698,0.15637355977824627,0.22552756587974865,0.19576547859899854,0.2965679180309262,0.43477580926758563,0.36729963557708173,0.29342615502167424,0.526352634905589,0.4723585414970483,2.124272246576588,1.3852829398085493,1.0842827668987662,2.8122282203226443,1.83350205101331,1.0946828348504145,1.1086705154701921,2.951567741155902,1.0082627963824102,0.9713658396383015,,-19.6,154,1257,-15.3,124,-16.151,game_control=99 remaining_strength_of_schedule=88 strength_of_schedule=38 average_win_probability=105 fpi=128 strength_of_record=119,special_teams=61.482 defense=42.033 offense=14.996 overall=24.442,99,88,38,105,128,119,61.482,42.033,14.996,24.442
New Mexico State,2025,166,New Mexico State,CUSA,0.018375571113605646,0.23432616285946542,0.1079438250796264,0.07146994995782477,0.38891641224540774,0.21118349811168818,0.30236920440977266,0.41988201320562435,0.3604601709916015,0.30815009278133004,0.4875539313210664,0.44173019860321494,1.74226804727234,1.0662411735164117,0.9985619402614598,2.5652613554731425,1.8945249020830668,1.1752395820771835,1.0575837866347382,2.9874596136654272,0.9884717931092608,0.9767596122546225,,-14.5,129,1147,-18.7,128,-19.627,game_control=120 remaining_strength_of_schedule=73 strength_of_schedule=128 average_win_probability=98 fpi=132 strength_of_record=105,special_teams=60.62 defense=38.681 offense=13.88 overall=22.361,120,73,128,98,132,105,60.62,38.681,13.88,22.361
Notre Dame,2025,87,Notre Dame,Ind,0.14873740801185747,0.4059129593162809,0.290793965258757,0.08904715391694469,0.2747784819026337,0.1743980369510459,0.38384133916964897,0.4863437596386593,0.4948425885158385,0.2817660937154497,0.4861066257606072,0.40075855847901876,1.9870427335154088,1.2294841688572093,1.145211499746769,2.9316849072345885,1.7842997806486554,1.0990250095089684,0.9863458593851494,2.9036514740782717,1.036322473937992,0.9368804682310407,,26.6,1,2195,18.3,19,20.813,game_control=13 remaining_strength_of_schedule=68 strength_of_schedule=2 average_win_probability=48 fpi=6 strength_of_record=37,special_teams=57.88 defense=67.483 offense=92.395 overall=88.07,13,68,2,48,6,37,57.88,67.483,92.395,88.07
Ohio,2025,195,Ohio,MAC,0.08962499323986918,0.243180530314273,0.13642042711030083,0.10930796854228239,0.21196491262814615,0.15129061646952477,0.2889839605721214,0.44660350966522805,0.37891452104092305,0.29474820581742744,0.499576245325647,0.4392510692622526,1.9390942963581654,1.2247052904915026,1.0579631231236037,2.9124721854352837,2.153332403114166,1.369986010462205,1.1769065023540757,2.841395024537725,1.0277341554657922,0.973578075159509,,-1.5,75,1604,-4.7,85,-1.044,game_control=66 remaining_strength_of_schedule=129 strength_of_schedule=27 average_win_probability=77 fpi=71 strength_of_record=63,special_teams=34.365 defense=52.665 offense=60.352 overall=54.97,66,129,27,77,71,63,34.365,52.665,60.352,54.97
Ohio State,2025,194,Ohio State,B1G,0.08269550208389856,0.3516004074571771,0.21393331820508604,0.0858072059473036,0.13067887766976435,0.07626430610954125,0.3072432094515792,0.5083175028833256,0.47056852194999593,0.26870599652425803,0.4547510078997481,0.3795166951820061,1.8690456561771047,1.15313932272925,1.0566216318299724,2.968984622749146,1.7653699849124331,1.0808950355655682,0.9836427489007553,2.9318736711701736,0.9140860014939685,0.9580253581057657,,23.3,4,2021,26.8,2,23.545,game_control=4 remaining_strength_of_schedule=36 strength_of_schedule=15 average_win_probability=7 fpi=2 strength_of_record=3,special_teams=33.3 defense=92.435 offense=82.096 overall=91.999,4,36,15,7,2,3,33.3,92.435,82.096,91.999
Oklahoma State,2025,197,Oklahoma State,B12,0.09138431865945597,0.07483398593520799,0.06337283836735562,0.17494836321483864,0.38509421029501284,0.29521047181045396,0.25308324717173686,0.46211946057103115,0.37369020693751653,0.31035824589548466,0.5013116198248775,0.44786460839602193,1.8897756114023896,1.1498085799746758,1.1001798215576017,3.068477209865933,2.3070753775460084,1.543943164842559,1.1098617236391908,2.9444239085702666,0.9498344765231088,1.0707043494315855,,-16.9,143,1173,-9.6,100,-10.316,game_control=123 remaining_strength_of_schedule=45 strength_of_schedule=16 average_win_probability=121 fpi=106 strength_of_record=114,special_teams=58.498 defense=22.462 offense=23.727 overall=19.413,123,45,16,121,106,114,58.498,22.462,23.727,19.413
Ole Miss,2025,145,Ole Miss,SEC,0.11574494849383875,0.45056229395017144,0.27353807801403485,0.16199933480669126,0.1376181123453905,0.1490256512223992,0.3565895422196286,0.5089913026572375,0.4843137197104173,0.2740599105548153,0.46861097294002024,0.3910373451332426,1.927496127290584,1.2224951952789223,1.029900421469756,2.8507029141905473,1.9427577597613406,1.1990194367858256,1.1129970615373432,3.1220402665593108,0.8955862547014886,1.0103268016349307,,16.7,16,1977,22.7,8,19.485,game_control=14 remaining_strength_of_schedule=30 strength_of_schedule=51 average_win_probability=15 fpi=8 strength_of_record=5,special_teams=63.063 defense=64.915 offense=79.156 overall=79.552,14,30,51,15,8,5,63.063,64.915,79.156,79.552
Oregon,2025,2483,Oregon,B1G,0.1988168013151529,0.36183535939692435,0.29219192279685524,0.1051502977069525,0.1273480544552438,0.10583810223160267,0.2909007151630661,0.5352365028585178,0.47815780086993537,0.28478690638355375,0.4281746493884266,0.36351348622055357,2.2731007980689455,1.504631814137575,1.1177753463605087,3.221584895353716,1.7238256383925583,1.0837780185744992,0.8975260506008558,2.8204283373886483,1.0421310665470656,0.9658707480831606,,18.7,10,2018,29.4,1,24.194,game_control=2 remaining_strength_of_schedule=21 strength_of_schedule=46 average_win_probability=6 fpi=1 strength_of_record=2,special_teams=36.667 defense=86.682 offense=93.667 overall=94.622,2,21,46,6,1,2,36.667,86.682,93.667,94.622
Oregon State,2025,204,Oregon State,PAC,0.05106102921780648,0.29631471073258997,0.17455112006229134,0.10860170253073731,0.3614264859127456,0.23678501398698892,0.3052150092447136,0.48967465191280307,0.4472932455549211,0.30446323031826195,0.479036199362553,0.4299377271016406,1.5920298487160551,0.9579116986135803,0.9170025611146632,2.6241107621915054,1.92683675501622,1.2031663476301897,1.0733136292605958,2.711797980381699,0.8821668219022478,0.9319041109958672,,-9.8,100,1298,-9.8,104,-7.687,game_control=105 remaining_strength_of_schedule=135 strength_of_schedule=6 average_win_probability=127 fpi=93 strength_of_record=133,special_teams=15.028 defense=38.837 offense=41.346 overall=30.191,105,135,6,127,93,133,15.028,38.837,41.346,30.191
Penn State,2025,213,Penn State,B1G,0.14120608702083137,0.25545457298461277,0.20194554065086542,0.08217993137040977,0.2376435103191859,0.14427844711562776,0.28150286675502595,0.5018116176817687,0.44028829402499486,0.2737631243792924,0.4692975108974028,0.3987666518099078,1.8403112567142672,1.1539739811349912,0.9917332643144398,2.9631784318971075,1.7748384704679787,1.068148349460231,1.050335659610202,2.856164407682429,0.9927340671806931,0.930915253971685,,11.3,31,2070,25.4,4,18.312,game_control=20 remaining_strength_of_schedule=25 strength_of_schedule=75 average_win_probability=9 fpi=11 strength_of_record=61,special_teams=84.219 defense=80.116 offense=50.409 overall=76.374,20,25,75,9,11,61,84.219,80.116,50.409,76.374
Purdue,2025,2509,Purdue,B1G,0.08660996681333988,0.24983676553665668,0.16352239477721006,0.11666282224598083,0.29949921040644584,0.1880548105655607,0.3289349866075471,0.4715295710452832,0.43687988983908266,0.275258062837545,0.48856415184442437,0.401643939438337,1.753279613079779,1.0574879782356883,1.0186659167776118,2.7548163372861856,1.888798837501657,1.1467928972927734,1.110960376382626,3.013239244251276,0.978381751352742,0.950369616848515,,5.5,52,1325,-4,82,-2.027,game_control=60 remaining_strength_of_schedule=18 strength_of_schedule=10 average_win_probability=91 fpi=74 strength_of_record=67,special_teams=65.594 defense=36.552 offense=58.51 overall=50.558,60,18,10,91,74,67,65.594,36.552,58.51,50.558
Rice,2025,242,Rice,AAC,0.059866407450716926,0.24893879800577867,0.11138252685949583,0.1176904464381593,0.24483757358002722,0.17929214125865064,0.24998032112157842,0.4663869660054167,0.37284041067818136,0.31687971159904743,0.4197317350154487,0.3880654963475699,1.7314231393511563,1.04102975881312,1.0140303458337607,2.895804123017212,2.01120188145961,1.2882748167021745,1.0686228268041105,2.9559720225649815,0.9206203502541909,1.0515961636039757,,-14.5,129,1291,-8.5,95,-11.166,game_control=106 remaining_strength_of_schedule=80 strength_of_schedule=116 average_win_probability=86 fpi=110 strength_of_record=83,special_teams=59.295 defense=52.771 offense=24.577 overall=37.141,106,80,116,86,110,83,59.295,52.771,24.577,37.141
Rutgers,2025,164,Rutgers,B1G,0.10454440246782842,0.33883605619842366,0.22941965135537942,0.14097143884897353,0.3411529193029242,0.25018665530976497,0.3468807565651708,0.500870578680628,0.471315436168141,0.3317835033275939,0.5219831801352126,0.4940591007839867,1.82624184069813,1.128643382403267,1.0125535863684274,2.9159344188847913,2.036658721296159,1.2726557263890825,1.1462321435560114,2.99257254317194,0.953507081452197,0.9786598819077098,,1.7,58,1582,8,48,5.15,game_control=36 remaining_strength_of_schedule=11 strength_of_schedule=101 average_win_probability=29 fpi=46 strength_of_record=72,special_teams=66.601 defense=22.052 offense=76.708 overall=56.691,36,11,101,29,46,72,66.601,22.052,76.708,56.691
SMU,2025,2567,SMU,ACC,0.13185393146587807,0.3150187160745134,0.21774806265718372,0.05994171451667369,0.2803715320429172,0.1555004626732789,0.28531106482425417,0.5082361917715631,0.4391146051557893,0.2915749194746471,0.48375313079833426,0.4141759377973547,1.9374914408495878,1.2061158534690954,1.0783995186066009,3.068763587266592,1.7905515209821328,1.092918863004747,1.0270488456596236,2.8100810905193456,0.9717641815206013,0.9511757742416496,,-2.7,81,1691,6.9,54,7.346,game_control=55 remaining_strength_of_schedule=66 strength_of_schedule=66 average_win_probability=62 fpi=40 strength_of_record=79,special_teams=60.698 defense=60.448 offense=59.753 overall=64.516,55,66,66,62,40,79,60.698,60.448,59.753,64.516
New Mexico,2025,167,New Mexico,MWC,0.04716302903577921,0.337977541989524,0.16491284245505586,0.11950714259443812,0.18897663733736794,0.14948383059380563,0.3009929077446974,0.4832236786299628,0.4318715943943113,0.3042070253458302,0.4575707762316114,0.4053918312704382,1.9475176791291924,1.2596749928040452,0.9871631588303301,2.937626160671148,1.9684374661957507,1.2738587836726083,0.9964793875591326,2.934289094130526,0.8991033995388058,0.9753329976112339,,0.2,67,1426,-6.6,88,-4.089,game_control=75 remaining_strength_of_schedule=89 strength_of_schedule=47 average_win_probability=85 fpi=80 strength_of_record=46,special_teams=39.779 defense=49.402 offense=47.913 overall=46.268,75,89,47,85,80,46,39.779,49.402,47.913,46.268
South Carolina,2025,2579,South Carolina,SEC,0.06809511839563981,0.2858760469343823,0.1557972280468338,0.059337262455942896,0.17955793007961016,0.08848451594975412,0.2726413341789905,0.46932522759699025,0.39656879195230915,0.27677737884457604,0.4750450906905935,0.3961795580109452,1.7755659899287588,1.079183013721794,1.0255934344766904,2.7326186878856555,1.889373564015056,1.1981793868689172,1.0067325737387383,2.810199964947879,1.0204324639383293,0.9109200485756018,,5.6,50,1682,11.6,35,10.483,game_control=41 remaining_strength_of_schedule=9 strength_of_schedule=18 average_win_probability=63 fpi=27 strength_of_record=43,special_teams=73.477 defense=75.784 offense=38.281 overall=67.142,41,9,18,63,27,43,73.477,75.784,38.281,67.142
Southern Miss,2025,2572,Southern Miss,SBC,0.09143759201123766,0.27317679354246566,0.17535317241741796,0.13757797625346715,0.184873609573662,0.15605624151379743,0.30951807816281107,0.4681791862738105,0.4165343802196139,0.2924644143996149,0.46946726411644674,0.4155861709072048,1.7126043600754075,1.0178802656010082,1.014844181186471,2.8707803440260244,1.8527155952491263,1.139047553438303,1.0514344833624936,2.9431941818660907,0.9489188483805754,1.0268435734639527,West,-4.5,88,1265,-5.5,87,-6.492,game_control=93 remaining_strength_of_schedule=114 strength_of_schedule=119 average_win_probability=59 fpi=89 strength_of_record=90,special_teams=47.427 defense=50.836 offense=37.445 overall=42.444,93,114,119,59,89,90,47.427,50.836,37.445,42.444
South Florida,2025,58,South Florida,AAC,0.0871416622131638,0.2781590093225705,0.1824513062313457,0.0905721461258545,0.28303070519404566,0.1730447676565951,0.27123691968400016,0.4728051629740035,0.40378308602833063,0.3272437260600838,0.464381134812295,0.4237516214601056,1.935688228599482,1.2354497731670875,1.0217873578901935,2.8705620596905357,1.8434992954381104,1.1082070077546446,1.1103214064572258,2.972618799226984,1.0114547040148216,0.9109958270297295,,14.5,22,1477,2.7,64,4.702,game_control=48 remaining_strength_of_schedule=76 strength_of_schedule=13 average_win_probability=82 fpi=50 strength_of_record=21,special_teams=66.058 defense=72.067 offense=66.07 overall=76.222,48,76,13,82,50,21,66.058,72.067,66.07,76.222
Stanford,2025,24,Stanford,ACC,0.08227767585006579,0.2729498710163772,0.16578393362935293,0.057624791662683666,0.3045975496913454,0.1833547702957667,0.2710790495660086,0.44803849501722515,0.37651670284865846,0.31121563557620835,0.4985744489693924,0.4393252569292317,1.7563784453175806,1.10640769759025,0.9465725214585116,2.6966111875178305,1.821669357558924,1.0937906817550096,1.086266327358707,2.901061608589567,0.9661884199732268,0.8874220519618293,,-6,91,1255,-8.4,93,-4.189,game_control=114 remaining_strength_of_schedule=34 strength_of_schedule=31 average_win_probability=128 fpi=81 strength_of_record=85,special_teams=47.254 defense=47.288 offense=36.518 overall=39.862,114,34,31,128,81,85,47.254,47.288,36.518,39.862
TCU,2025,2628,TCU,B12,0.12360151586373246,0.3176636599440546,0.2327849503119484,0.07322357535250955,0.27020250852922634,0.1652671530333221,0.3064922599053222,0.49081826919148136,0.4322999130220313,0.3024540096968017,0.44504956873025636,0.3966998090715123,2.0886778845399987,1.3558740954782549,1.0730221886766125,2.823087169927929,1.8370312979427545,1.1342391944097414,1.0569061790027525,2.858403123515118,0.9789667692160393,0.9673821900440408,,5.6,50,1732,14.7,28,11.621,game_control=10 remaining_strength_of_schedule=53 strength_of_schedule=63 average_win_probability=16 fpi=25 strength_of_record=34,special_teams=65.101 defense=65.234 offense=82.634 overall=81.871,10,53,63,16,25,34,65.101,65.234,82.634,81.871
Temple,2025,218,Temple,AAC,0.06021768227417369,0.259931849412424,0.14058646298551175,0.148050975695468,0.2486250083842571,0.19248125210392708,0.2764317239012548,0.4630592172278519,0.39635074326500647,0.3056671604057525,0.4843651592424059,0.4259718631418107,1.853118110126301,1.1777231625698437,0.9614989794004676,2.664750789495167,2.293531416917156,1.5066945954546758,1.1702288495026045,2.9959546954198286,0.9501682828737237,1.0360680798829571,,-0.6,69,1205,-8.6,96,-8.734,game_control=94 remaining_strength_of_schedule=87 strength_of_schedule=59 average_win_probability=100 fpi=98 strength_of_record=87,special_teams=27.234 defense=36.79 offense=63.924 overall=44.922,94,87,59,100,98,87,27.234,36.79,63.924,44.922
Tennessee,2025,2633,Tennessee,SEC,0.13624814141079403,0.3601686499922433,0.25643508665023584,0.06624004771752713,0.23559453529133215,0.13866076827788226,0.29973055283977745,0.5218308192387187,0.47196598738349343,0.27281898400960747,0.5169947494657071,0.4443029068812395,1.877999695830248,1.1636698759127766,1.0399239354197665,2.957423678738217,1.7661448407981792,1.0784584394220142,0.9889835907005248,2.8799844034615516,0.9309681042571598,0.8748297930824626,,19.9,7,1841,23.2,6,18.079,game_control=12 remaining_strength_of_schedule=23 strength_of_schedule=45 average_win_probability=14 fpi=13 strength_of_record=25,special_teams=40.865 defense=76.98 offense=82.419 overall=83.55,12,23,45,14,13,25,40.865,76.98,82.419,83.55
Texas A&M,2025,245,Texas A&M,SEC,0.09273024789708628,0.337593780930171,0.21433650250932942,0.09121316482613187,0.15905971931945145,0.10182449707512378,0.2751881226597585,0.5132850643927869,0.45492003923440827,0.25368856057848727,0.4423535412003183,0.34045272255721726,1.9636644977914137,1.218878421961501,1.121428846736171,2.9198108676088186,1.9640314296188914,1.2528280500278388,1.03734402736087,2.659019828908769,0.9233544159231165,1.0471203334429675,,19.6,8,1753,17.3,20,16.012,game_control=8 remaining_strength_of_schedule=22 strength_of_schedule=12 average_win_probability=27 fpi=16 strength_of_record=1,special_teams=52.357 defense=81.39 offense=73.72 overall=82.484,8,22,12,27,16,1,52.357,81.39,73.72,82.484
Texas Tech,2025,2641,Texas Tech,B12,0.06830102758885398,0.39380943727710105,0.22348653527271584,0.045818791108527934,0.1461171050862446,0.0697590326502231,0.31541394018001784,0.5059833786080549,0.45084346288557436,0.25788623803085664,0.4200217689588903,0.3217428094532557,1.8242231665879207,1.116471571070377,1.041136937826463,2.530733286661965,1.6649396589762293,1.01880912939556,0.9151909468870112,2.6816605308746864,0.900150530292814,0.9213104173354136,,20.9,6,1751,23.8,5,14.542,game_control=1 remaining_strength_of_schedule=57 strength_of_schedule=86 average_win_probability=1 fpi=20 strength_of_record=9,special_teams=74.119 defense=96.03 offense=75.338 overall=94.32,1,57,86,1,20,9,74.119,96.03,75.338,94.32
Toledo,2025,2649,Toledo,MAC,0.11337558531985045,0.28805575188102106,0.1923325377998624,0.07332196858418082,0.1417482577257413,0.09020293421107609,0.27333620599789954,0.4839458315785822,0.4094423937109773,0.28785377826326,0.4940469206729643,0.44872671696814315,2.0583367920698032,1.3278648345460415,1.0635458049472597,3.0173148158319947,1.7285040926902413,1.0822336155071224,0.8821628753012721,2.727895368421491,0.9428486017112936,0.8570793443540832,,10.8,35,1562,8.5,44,1.687,game_control=51 remaining_strength_of_schedule=118 strength_of_schedule=125 average_win_probability=28 fpi=64 strength_of_record=94,special_teams=60.461 defense=78.224 offense=41.795 overall=65.469,51,118,125,28,64,94,60.461,78.224,41.795,65.469
UAB,2025,5,UAB,AAC,0.06636307579073937,0.3043401311449965,0.1792717393724363,0.15862798940958195,0.3284391031994269,0.2531734628401144,0.31014438464974453,0.4726445994634847,0.41531492044649604,0.29389275991243763,0.5209361909677374,0.46689003573425125,1.7798846523270058,1.0928589758632457,1.0045400392500239,2.8139136708855865,1.9471970234134675,1.1952740134820752,1.1183721423915411,3.169710697195825,0.9504777041159205,0.9558296336861751,,-11.3,114,1278,-12.1,112,-13.72,game_control=98 remaining_strength_of_schedule=85 strength_of_schedule=42 average_win_probability=107 fpi=121 strength_of_record=91,special_teams=64.692 defense=6.898 offense=56.335 overall=21.417,98,85,42,107,121,91,64.692,6.898,56.335,21.417
UCLA,2025,26,UCLA,B1G,0.1549619512003034,0.232372685298792,0.1881416117187097,0.15755251615474813,0.3234162593501425,0.2366476813838841,0.30292870345739414,0.4893828509940005,0.436829762781896,0.34452019244674026,0.5210461176900735,0.48838557016390366,2.0141134042378264,1.2703021232830098,1.107592494839313,3.0452434790562766,1.9344805568022974,1.1917949083208257,1.1068341851085874,3.2043789819661708,1.0238880423265493,0.9090803543869999,,-16.1,138,1331,-9.6,100,-6.844,game_control=132 remaining_strength_of_schedule=8 strength_of_schedule=68 average_win_probability=135 fpi=90 strength_of_record=133,special_teams=66.015 defense=21.221 offense=35.537 overall=24.751,132,8,68,135,90,133,66.015,21.221,35.537,24.751
Massachusetts,2025,113,Massachusetts,MAC,0.06162552197427012,0.15919334059803059,0.07486619027546709,0.127343402721689,0.368543432985373,0.25062988662779173,0.2813830700271593,0.4293593527339013,0.36217569778326414,0.338846869688773,0.5104189128647445,0.48067572028911726,1.8462001032033983,1.1636371869067414,0.98319179353164,2.77829681872475,1.9494491286496198,1.1998489141898663,1.1204886455695542,3.0903393295245842,0.9551846841600045,0.947503451543395,,-23.8,170,1039,-29.4,136,-22.938,game_control=116 remaining_strength_of_schedule=121 strength_of_schedule=23 average_win_probability=131 fpi=135 strength_of_record=133,special_teams=57.995 defense=15.814 offense=8.613 overall=8.015,116,121,23,131,135,133,57.995,15.814,8.613,8.015
UNLV,2025,2439,UNLV,MWC,0.11503209620299193,0.31160686053884884,0.2063703826094819,0.1252158597235597,0.23056214778727277,0.16514071815702605,0.30363800570163185,0.4951923601778303,0.43458920987407074,0.3125110822102623,0.49789055531854165,0.46089179167134514,2.0582313083363952,1.326693754406415,1.0753570477677505,2.8354334917996473,2.0789892637448726,1.3219221260973824,1.1406074182378867,2.9455067696907564,0.9858937356722,0.9853987312395286,,-9.7,99,1622,-1.5,76,0.604,game_control=86 remaining_strength_of_schedule=95 strength_of_schedule=134 average_win_probability=52 fpi=67 strength_of_record=30,special_teams=29.318 defense=42.126 offense=60.398 overall=47.254,86,95,134,52,67,30,29.318,42.126,60.398,47.254
USC,2025,30,USC,B1G,0.22198625285153495,0.49166092553516927,0.37602947564816275,0.07469154886117936,0.19201634891731073,0.1223126575942862,0.36069987021158323,0.5663279457882703,0.5436400657255701,0.2981006082963709,0.476431482133415,0.41460302438618,2.3433374267876355,1.5292630578420927,1.2057863224117054,3.2394446438044247,1.7726504710005528,1.0395986349109267,1.0855996073462315,3.0102898354453647,0.9821996369686353,0.8985199631240733,,17.5,13,1865,20.6,12,18.73,game_control=22 remaining_strength_of_schedule=15 strength_of_schedule=83 average_win_probability=20 fpi=10 strength_of_record=35,special_teams=35.412 defense=57.839 offense=93.49 overall=84.88,22,15,83,20,10,35,35.412,57.839,93.49,84.88
